標題,網址 
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1404834382.A.7B6.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
page,281
[公告] 水桶名單,https://www.ptt.cc/bbs/Gossiping/M.1405351638.A.058.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6%E5%90%8D%E5%96%AE
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
Re: [問卦] 有沒有鴕鳥肉一直進不了主流的八卦,https://www.ptt.cc/bbs/Gossiping/M.1405355543.A.F6D.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeoniath
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1405437874.A.FC8.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 退文,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aboyo
[公告] 水桶名單,https://www.ptt.cc/bbs/Gossiping/M.1405441002.A.633.html
Re: [問卦] 為什麼兔肉一直進不了台灣主流市場?,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E6%B2%92%E6%9C%89%E9%B4%95%E9%B3%A5%E8%82%89%E4%B8%80%E7%9B%B4%E9%80%B2%E4%B8%8D%E4%BA%86%E4%B8%BB%E6%B5%81%E7%9A%84%E5%85%AB%E5%8D%A6
[公告] 新板主上任 (iPad3),https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aarsure666
[公告] 水桶公告,https://www.ptt.cc/bbs/Gossiping/M.1405615593.A.B99.html
[公告] 水桶名單,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeoniath
[公告] 水桶名單,https://www.ptt.cc/bbs/Gossiping/M.1405617531.A.4FB.html
[公告] 今日水桶公告,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[整理] 各縣市停班停課 交通資訊,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ABignana
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1405617648.A.228.html
[公告] 今日水桶公告,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
page,282
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1406074696.A.31D.html
[公告] 水桶公告,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeoniath
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1406100584.A.E48.html
[公告] 水桶名單,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6%E5%85%AC%E5%91%8A
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1406122568.A.EEC.html
[爆卦] 鄉民回憶錄 - 七月,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1406126755.A.694.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
[公告] 水桶公告,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1406127121.A.314.html
Re: [新聞] 握有證據 羅淑蕾促柯文哲提告,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6%E5%90%8D%E5%96%AE
[公告] 關鍵字問卦,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
[公告] 水桶公告,https://www.ptt.cc/bbs/Gossiping/M.1406145560.A.ABD.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeoniath
[爆卦] xxxxgay劉宇席被告違反兒少法及妨害風化,https://www.ptt.cc/bbs/Gossiping/M.1406171226.A.03B.html
[公告] 提醒小心推文,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
page,283
[公告] 水桶公告,https://www.ptt.cc/bbs/Gossiping/M.1406458052.A.C98.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6%E5%85%AC%E5%91%8A
[爆卦] 那些年，我們一起跑的&#34;訴訟大師&#34;們,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1406467939.A.123.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1406475164.A.914.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E9%82%A3%E4%BA%9B%E5%B9%B4%EF%BC%8C%E6%88%91%E5%80%91%E4%B8%80%E8%B5%B7%E8%B7%91%E7%9A%84%22%E8%A8%B4%E8%A8%9F%E5%A4%A7%E5%B8%AB%22%E5%80%91
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALLsolo
[爆卦] 江澤民???,https://www.ptt.cc/bbs/Gossiping/M.1406553464.A.580.html
[爆卦] 雞排 X 伊媚.mp4  LIVE ,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1406557902.A.FC9.html
[爆卦] 苗栗國中教甄正取一 直接落榜 ,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
Re: [新聞] 環台破處之旅！　2男大生3P 13歲女,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aboyo
[公告] 水桶公告,https://www.ptt.cc/bbs/Gossiping/M.1406643556.A.A2D.html
[公告] 高雄氣爆事件,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
[爆卦] 市府緊急宣布8/1前鎮區、苓雅區停班停課,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1406648410.A.3BE.html
Re: [假新聞] 高雄爆炸 馬總統：全民一起為傷者祈福,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
page,284
[爆卦] 來集中有組織的收集資料與公告！！,https://www.ptt.cc/bbs/Gossiping/M.1406830220.A.E21.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E4%BE%86%E9%9B%86%E4%B8%AD%E6%9C%89%E7%B5%84%E7%B9%94%E7%9A%84%E6%94%B6%E9%9B%86%E8%B3%87%E6%96%99%E8%88%87%E5%85%AC%E5%91%8A%EF%BC%81%EF%BC%81
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ATonyQ
Fw: [爆卦] 高雄氣爆,https://www.ptt.cc/bbs/Gossiping/M.1406830438.A.966.html
[新聞] 衝氣爆火場救災喪命　警消哭求搜救員：快,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[爆卦] 陳菊:中央要負責,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1406831787.A.19B.html
[公告] 噓文前注意唷,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 水桶（新的及昨晚處置案件）,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeoniath
[公告] 八月份置底閒聊區,https://www.ptt.cc/bbs/Gossiping/M.1406839384.A.365.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E9%AB%98%E9%9B%84%E6%B0%A3%E7%88%86
[爆卦] 作夢夢到的......,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Ashokanshorin
Re: [新聞] (新增李長榮時間序)追新聞／731高雄大氣爆　,https://www.ptt.cc/bbs/Gossiping/M.1406846401.A.F8E.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E8%A1%9D%E6%B0%A3%E7%88%86%E7%81%AB%E5%A0%B4%E6%95%91%E7%81%BD%E5%96%AA%E5%91%BD%E3%80%80%E8%AD%A6%E6%B6%88%E5%93%AD%E6%B1%82%E6%90%9C%E6%95%91%E5%93%A1%EF%BC%9A%E5%BF%AB
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aalog
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1406865672.A.328.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E9%99%B3%E8%8F%8A%3A%E4%B8%AD%E5%A4%AE%E8%A6%81%E8%B2%A0%E8%B2%AC
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Adophon
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1406867231.A.8B4.html
[爆卦] 十噸丙烯究竟是怎樣的數量級？ 記者請參考,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
page,285
[爆卦] 楊秋興在兩岸統戰大會登場了!直播中!,https://www.ptt.cc/bbs/Gossiping/M.1407057320.A.D02.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E6%A5%8A%E7%A7%8B%E8%88%88%E5%9C%A8%E5%85%A9%E5%B2%B8%E7%B5%B1%E6%88%B0%E5%A4%A7%E6%9C%83%E7%99%BB%E5%A0%B4%E4%BA%86%21%E7%9B%B4%E6%92%AD%E4%B8%AD%21
Re: [新聞] 有人忙救災　也有人忙簽兩岸和平協議,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aindietaiwan
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1407062874.A.981.html
[爆卦] 外國人竟然怒打臺灣人!!!!!!,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
[公告] 今日水桶名單,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
Re: [問卦] 有大溪地的八卦嗎？,https://www.ptt.cc/bbs/Gossiping/M.1407077283.A.F41.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E6%9C%89%E4%BA%BA%E5%BF%99%E6%95%91%E7%81%BD%E3%80%80%E4%B9%9F%E6%9C%89%E4%BA%BA%E5%BF%99%E7%B0%BD%E5%85%A9%E5%B2%B8%E5%92%8C%E5%B9%B3%E5%8D%94%E8%AD%B0
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AKingKingCold
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1407078599.A.237.html
[公告] 八卦板聲明 與 Crvry案釋疑,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[爆卦] 蔡正元FB(內有澄清無造假圖片),https://www.ptt.cc/bbs/Gossiping/M.1407164417.A.948.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E5%A4%96%E5%9C%8B%E4%BA%BA%E7%AB%9F%E7%84%B6%E6%80%92%E6%89%93%E8%87%BA%E7%81%A3%E4%BA%BA%21%21%21%21%21%21
[公告] 數條板規修改草案於GossipPicket討論,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Atin00167
Re: [問卦] 有沒有7-11集點的蔡司玻璃杯八卦,https://www.ptt.cc/bbs/Gossiping/M.1407166011.A.A1D.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6%E5%90%8D%E5%96%AE
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
Re: 代位求償--&gt;糖衣毒藥，全民賠償!,https://www.ptt.cc/bbs/Gossiping/M.1407218073.A.39D.html
[新聞] 水桶蘇溫永挨告　八卦板3板主不起訴,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E6%9C%89%E5%A4%A7%E6%BA%AA%E5%9C%B0%E7%9A%84%E5%85%AB%E5%8D%A6%E5%97%8E%EF%BC%9F
page,286
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1407510667.A.DE1.html
[爆掛] 網軍 ,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aboyo
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1407512291.A.2EF.html
[爆卦] 7/7 台鐵龍井事件及懶人包,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E6%8E%9B%5D&#43;%E7%B6%B2%E8%BB%8D&#43;
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ACOOLBILL
Re: [新聞] 葉克膜之母蔡壁如完勝立院「蕾神」(柯文哲),https://www.ptt.cc/bbs/Gossiping/M.1407513688.A.E40.html
[公告] 水桶公告,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[爆卦] 羅賓威廉斯過世了,https://www.ptt.cc/bbs/Gossiping/M.1407581736.A.D30.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALeoniath
[爆卦] 台南原本是真的要放假了,https://www.ptt.cc/bbs/Gossiping/M.1407599313.A.12F.html
[公告] 水桶名單,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;7%2F7&#43;%E5%8F%B0%E9%90%B5%E9%BE%8D%E4%BA%95%E4%BA%8B%E4%BB%B6%E5%8F%8A%E6%87%B6%E4%BA%BA%E5%8C%85
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Acito
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1407681513.A.1D1.html
Re: [爆卦] 壹電視徐弘庭和潘建志吵起來了!!!,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
Re: [新聞] 被叫神豬10年 連勝文：很受傷、默默,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
Re: [新聞] 國民黨六縣市參選人開支票 馬英九掛保證,https://www.ptt.cc/bbs/Gossiping/M.1407685190.A.D1D.html
Re: [問卦] 有沒有旋轉門到底幹嘛的八卦?,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%96%B0%E8%81%9E%5D&#43;%E8%91%89%E5%85%8B%E8%86%9C%E4%B9%8B%E6%AF%8D%E8%94%A1%E5%A3%81%E5%A6%82%E5%AE%8C%E5%8B%9D%E7%AB%8B%E9%99%A2%E3%80%8C%E8%95%BE%E7%A5%9E%E3%80%8D%28%E6%9F%AF%E6%96%87%E5%93%B2%29
page,287
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1407928856.A.173.html
Re: [爆卦] 壹電視徐弘庭和潘建志吵起來了!!!,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1407937213.A.E12.html
[活動] ptt鄉民有約  徵求鄉民用語,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E5%A3%B9%E9%9B%BB%E8%A6%96%E5%BE%90%E5%BC%98%E5%BA%AD%E5%92%8C%E6%BD%98%E5%BB%BA%E5%BF%97%E5%90%B5%E8%B5%B7%E4%BE%86%E4%BA%86%21%21%21
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Abillypan
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1407940529.A.88D.html
[爆卦] 大連王朝 第一代 連橫,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 水桶名單,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aboyo
[爆卦] 連勝文老悲連戰&#34;二億&#34;煙幕彈,https://www.ptt.cc/bbs/Gossiping/M.1407947727.A.BCE.html
[公告] 八卦板板規(2014.08.16),https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1408019806.A.38E.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%B4%BB%E5%8B%95%5D&#43;ptt%E9%84%89%E6%B0%91%E6%9C%89%E7%B4%84&#43;&#43;%E5%BE%B5%E6%B1%82%E9%84%89%E6%B0%91%E7%94%A8%E8%AA%9E
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Asamhou6
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1408026343.A.DE6.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
Re: [新聞] 林佳龍：打造台中志工城市、成立「志工,https://www.ptt.cc/bbs/Gossiping/M.1408034468.A.2CF.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
page,288
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1408544741.A.7DB.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
[爆卦] 核四公投只差臨門一腳 公審會意圖杯葛,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1408638445.A.A26.html
[公告]  水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1408683472.A.157.html
[公告] 水桶名單~~,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E6%A0%B8%E5%9B%9B%E5%85%AC%E6%8A%95%E5%8F%AA%E5%B7%AE%E8%87%A8%E9%96%80%E4%B8%80%E8%85%B3&#43;%E5%85%AC%E5%AF%A9%E6%9C%83%E6%84%8F%E5%9C%96%E6%9D%AF%E8%91%9B
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aislandqoo
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1408721791.A.A77.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
Re: [問卦] 燒香拜拜其實是在打無線電,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
Re: [問卦] 有沒有洗淨馬桶超級好用的八卦,https://www.ptt.cc/bbs/Gossiping/M.1408721946.A.5F4.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;&#43;%E6%B0%B4%E6%A1%B6
Re: [新聞] 獨家／行天宮禁香禁供品　攤販哭倒悲喊「,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aboyo
Re: [問卦] 演唱會一定要戴耳機?,https://www.ptt.cc/bbs/Gossiping/M.1408722128.A.682.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1408794587.A.594.html
[問卦] Ptt鄉民有約未來的訪問對象,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
page,289
Fw: [情報] 請您與我們一起為漸凍人出份力,https://www.ptt.cc/bbs/Gossiping/M.1409155470.A.731.html
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E6%83%85%E5%A0%B1%5D&#43;%E8%AB%8B%E6%82%A8%E8%88%87%E6%88%91%E5%80%91%E4%B8%80%E8%B5%B7%E7%82%BA%E6%BC%B8%E5%87%8D%E4%BA%BA%E5%87%BA%E4%BB%BD%E5%8A%9B
Re: [問卦] 女僕咖啡,https://www.ptt.cc/bbs/Gossiping/search?q=author%3ALavchi
Re: [問卦] 女僕咖啡,https://www.ptt.cc/bbs/Gossiping/M.1409157684.A.1BB.html
[公告] 請您與我們一起為漸凍人出份力,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E6%B0%B4%E6%A1%B6
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3Aseabox
[爆卦] 女性 女巫 惡魔 吸血鬼的始祖 莉莉斯1,https://www.ptt.cc/bbs/Gossiping/M.1409167078.A.BB7.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E5%A5%B3%E5%83%95%E5%92%96%E5%95%A1
[公告] 請您與我們一起為漸凍人出份力,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AHermesC
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1409223516.A.0BB.html
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%95%8F%E5%8D%A6%5D&#43;%E5%A5%B3%E5%83%95%E5%92%96%E5%95%A1
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AHermesC
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/M.1409231189.A.B7A.html
吳宇舒老公酒駕事件，想幫我朋友澄清,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E8%AB%8B%E6%82%A8%E8%88%87%E6%88%91%E5%80%91%E4%B8%80%E8%B5%B7%E7%82%BA%E6%BC%B8%E5%87%8D%E4%BA%BA%E5%87%BA%E4%BB%BD%E5%8A%9B
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1409243171.A.F12.html
[新聞] 黃國昌：香港人夢碎、台灣人夢醒了嗎？,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E5%85%AC%E5%91%8A%5D&#43;%E4%BB%8A%E6%97%A5%E6%B0%B4%E6%A1%B6
[公告] 水桶,https://www.ptt.cc/bbs/Gossiping/search?q=author%3AiPad3
[公告] 今日水桶,https://www.ptt.cc/bbs/Gossiping/M.1409330712.A.C7F.html
[公告] 九月份置底閒聊區,https://www.ptt.cc/bbs/Gossiping/search?q=thread%3A%5B%E7%88%86%E5%8D%A6%5D&#43;%E5%A5%B3%E6%80%A7&#43;%E5%A5%B3%E5%B7%AB&#43;%E6%83%A1%E9%AD%94&#43;%E5%90%B8%E8%A1%80%E9%AC%BC%E7%9A%84%E5%A7%8B%E7%A5%96&#43;%E8%8E%89%E8%8E%89%E6%96%AF1
page,290
